CC ID,D NID,TITLE,CG TITLE,CATEGORY,CATEGORY ID,EVENT DATE,PRODUCER,PRODUCER ID,PROJECT,PROJECT ID,RUNTIME,TVGUIDE,DISTRIBUTION AGREEMENT,SHOW TYPE,PRODUCTION LOCATION,FILLER,FILLER END DATE,CAN,SAFE HARBOR,COMMENTS
7309,8390,PSU.tv - Series - Winter 2015 - Episode 9,PSU.tv - Series - Winter 2015 - Episode 9,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
7310,8391,PSU.tv - Series - Winter 2015 - Episode 10,PSU.tv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3509,,,,,,,,,
7311,8392,PSU.tv - Series - Winter 2015 - Episode 11,PSU.tv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3509,,,,,,,,,
7312,8393,PSU.tv - Series - Winter 2015 - Episode 12,PSU.tv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3509,,,,,,,,,
7313,8394,PSU.tv - Series - Winter 2015 - Episode 13,PSU.tv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3509,,,,,,,,,
7314,8395,PSU.tv - Series - Winter 2015 - Episode 14,PSU.tv - Series - Winter 2015 - Episode 14,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
7315,8396,SharkBite Improv - Winter 2015 - Episode 1,SharkBite Improv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3510,,,,,,,,,
7316,8397,SharkBite Improv - Winter 2015 - Episode 2,SharkBite Improv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3522,,,,,,,,,
7317,8398,SharkBite Improv - Winter 2015 - Episode 3,SharkBite Improv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3594,,,,,,,,,
7318,8399,SharkBite Improv - Winter 2015 - Episode 4,SharkBite Improv - Episode 4,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3510,,,,,,,,,
7319,8400,SharkBite Improv - Winter 2015 - Episode 5,SharkBite Improv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3513,,,,,,,,,
7320,8401,SharkBite Improv - Winter 2015 - Episode 6,SharkBite Improv - Episode 6,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3519,,,,,,,,,
7321,8402,SharkBite Improv - Winter 2015 - Episode 7,SharkBite Improv - Episode 7,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3510,,,,,,,,,
7322,8403,SharkBite Improv - Winter 2015 - Episode 8,SharkBite Improv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3564,,,,,,,,,
7323,8404,SharkBite Improv - Winter 2015 - Episode 9,SharkBite Improv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3512,,,,,,,,,
7324,8405,SharkBite Improv - Winter 2015 - Episode 10,SharkBite Improv,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3510,,,,,,,,,
7325,8406,SharkBite Improv - Winter 2015 - Episode 11 (adult),SharkBite Improv - Episode 11,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3575,,,,,,,,,
7326,8407,SharkBite Improv - Winter 2015 - Episode 12 (adult),SharkBite Improv - Episode 12,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3516,,,,,,,,,
7327,8408,SharkBite Improv - Winter 2015 - Episode 13 (adult),SharkBite Improv - Episode 13,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3513,,,,,,,,,
7328,8409,SharkBite Improv - Winter 2015 - Episode 14,SharkBite Improv - Winter 2015 - Episode 14,Arts & Entertainment,1,2014-11-28T00:00:00,Norm Countryman,100,SharkBite Improv,524,3510,,,,,,,,,
7329,8410,Second Coming Church - Series - Winter 2015 - Episode 1,"Second Coming Church - Series - Winter 2015 - Episode 1, The Lord Jesus Christ",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3510,,,,,,,,,
7330,8411,Second Coming Church - Series - Winter 2015 - Episode 2,"Second Coming Church - Series - Winter 2015 - Episode 2, the Coming of the Lord",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3506,,,,,,,,,
7331,8412,Second Coming Church - Series - Winter 2015 - Episode 3,"Second Coming Church - Series - Winter 2015 - Episode 3, The End of Time",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3506,,,,,,,,,
7332,8413,Second Coming Church - Series - Winter 2015 - Episode 4,"Second Coming Church - Series - Winter 2015 - Episode 4, The Book of Life",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3510,,,,,,,,,
7333,8414,Second Coming Church - Series - Winter 2015 - Episode 5,"Second Coming Church - Series - Winter 2015 - Episode 5, The Name of the Lord",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3510,,,,,,,,,
7334,8415,Second Coming Church - Series - Winter 2015 - Episode 6,"Second Coming Church - Series - Winter 2015 - Episode 6, The Majesty of the Lord Jesus",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3510,,,,,,,,,
7335,8416,Second Coming Church - Series - Winter 2015 - Episode 7,"Second Coming Church - Series - Winter 2015 - Episode 7, Languages",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3518,,,,,,,,,
7336,8417,Second Coming Church - Series - Winter 2015 - Episode 8,"Second Coming Church - Series - Winter 2015 - Episode 8, Seek the Lord",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3510,,,,,,,,,
7337,8418,Second Coming Church - Series - Winter 2015 - Episode 9,"Second Coming Church - Series - Winter 2015 - Episode 9, Heaven or Hell",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3511,,,,,,,,,
7338,8419,Second Coming Church - Series - Winter 2015 - Episode 10 cancelled,Second Coming Church - Series - Winter 2015 - Episode 10,Arts & Entertainment,1,2014-11-28T00:00:00,Daniel Hayes,90,SharkBite Improv,524,3510,,,,,,,,,
7339,8420,Second Coming Church - Series - Winter 2015 - Episode 11,"Second Coming Church - Series - Winter 2015 - Episode 11, The Coming of the Lord",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3508,,,,,,,,,
7340,8421,Second Coming Church - Series - Winter 2015 - Episode 12,"Second Coming Church - Series - Winter 2015 - Episode 12, The Lord Jesus Christ",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3502,,,,,,,,,
7341,8422,Second Coming Church - Series - Winter 2015 - Episode 13,"Second Coming Church - Series - Winter 2015 - Episode 13, the coming of the Lord",Spiritual,7,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3510,,,,,,,,,
7342,8423,Second Coming Church - Series - Winter 2015 - Episode 14,Second Coming Church - Series - Winter 2015 - Episode 14,Arts & Entertainment,1,2014-11-28T00:00:00,Daniel Hayes,90,Second Coming Church - Series,79,3510,,,,,,,,,
7343,8424,Discovering Our Story - Winter 2015 - Episode 1 1/4,Discovering Our Story - 1/4,Arts & Entertainment,1,2014-11-28T00:00:00,Daniel Dixon,76,SharkBite Improv,524,3508,,,,,,,,,
7344,8425,Discovering Our Story - Winter 2015 - Episode 2 2/1,Discovering Our Story - Winter 2015 - Episode 2,Community Info,3,2014-11-28T00:00:00,Daniel Dixon,76,Discovering Our Story,65,3513,Discovering Our Story welcomes Shoshone Artist Rochelle Kulei Nielsen in Studio A at Portland Community Media.,,,,,12/31/2020,,,
7345,8426,Discovering Our Story - Winter 2015 - Episode 3 3/1,Discovering Our Story - 3/1,Community Info,3,2014-11-28T00:00:00,Daniel Dixon,76,SharkBite Improv,524,3510,,,,,,,,,
7346,8427,TVSet - Winter 2015 - Episode 1 1/4 takes a look at propaganda.,TVSet takes a look at propaganda.,Public Affairs,6,2014-11-28T00:00:00,James Wrathall,108,TVSet,274,3510,,,,,,,,,
7347,8428,TVSet - Winter 2015 - Episode 2 1/18 discusses Freedom of Expression and Charlie Hedbo,TVSet discusses Freedom of Expression and Charlie Hedbo,Public Affairs,6,2014-11-28T00:00:00,James Wrathall,108,TVSet,274,3506,,,,,,,,,
7348,8429,TVSet - Winter 2015 - Episode 3 2/1,TVSet - Discussing Extremism & Bigotry,Public Affairs,6,2014-11-28T00:00:00,James Wrathall,108,TVSet,274,3498,,,,,,,,,
7349,8430,TVSet - Winter 2015 - Episode 4 2/15 The Story of How Islamic Influences started the Renaissance,TVSet - The Story of How Islamic Influences started the Renaissance,Public Affairs,6,2014-11-28T00:00:00,James Wrathall,108,SharkBite Improv,524,3510,,,,,,,,,
7350,8431,TVSet - Winter 2015 - Episode 5 3/1 False Flag Operations,"TVSet examines ""False Flag Operations""",Government,9,2014-11-28T00:00:00,James Wrathall,108,TVSet,274,3510,,,,,,,,,
7351,8432,TVSet - Winter 2015 - Episode 6,TVSet,Government,9,2014-11-28T00:00:00,James Wrathall,108,TVSet,274,3505,,,,,,,,,
7352,8433,UFO/Phenom - Winter 2015 - Episode 1,UFO/Phenom - Dr. Robert Ghostwolf,Public Affairs,6,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3504,,,,,,,,,
7353,8434,UFO/Phenom - Winter 2015 - Episode 2,UFO/Phenom - P. Harris Exopolitics,Public Affairs,6,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3507,,,,,,,,,
7354,8435,UFO/Phenom - Winter 2015 - Episode 3,UFO/Phenom - Alien Message,Public Affairs,6,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3507,,,,,,,,,
7355,8436,UFO/Phenom - Winter 2015 - Episode 4,UFO/Phenom - Exoconsciousness,Public Affairs,6,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3507,,,,,,,,,
7356,8437,UFO/Phenom - Winter 2015 - Episode 5,"UFO/Phenom - Winter 2015 -Milhouse, Deyo & others",Public Affairs,6,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3507,,,,,,,,,
7357,8438,UFO/Phenom - Winter 2015 - Episode 6,UFO/Phenom - Winter 2015 - UFO art,Public Affairs,6,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,,,,,,,,,
7358,8439,UFO/Phenom - Winter 2015 - Episode 7,UFO/Phenom - Winter 2015 - Orbs & Apparitions,Public Affairs,6,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3508,,,,,,,,,
7359,8440,UFO/Phenom - Winter 2015 - Episode 8,UFO/Phenom - Winter 2015 -Bassett Exopolitics,Public Affairs,6,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3514,,,,,,,,,
7360,8441,UFO/Phenom - Winter 2015 - Episode 9,"UFO/Phenom - C. Stone, Part A",Government,9,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3512,,,,,,,,,
7361,8442,UFO/Phenom - Winter 2015 - Episode 10,"UFO/Phenom - C. Stone, Part B",Arts & Entertainment,1,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3512,,,,,,,,,
7362,8443,UFO/Phenom - Winter 2015 - Episode 11,UFO/Phenom -C.S. Littleton,Government,9,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,,,,,,,,,
7363,8444,UFO/Phenom - Winter 2015 - Episode 12,UFO/Phenom - Phoenix Lights,Government,9,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,,,,,,,,,
7364,8445,UFO/Phenom - Winter 2015 - Episode 13,UFO/Phenom - J. Woolwine,Government,9,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3521,,,,,,,,,
7365,8446,UFO/Phenom - Winter 2015 - Episode 14,UFO/Phenom - Winter 2015 - Episode 14,Arts & Entertainment,1,2014-11-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,,,,,,,,,
7366,8447,POWER OF THE WORD - Winter 2015 - Episode 1,POWER OF THE WORD - 392,Arts & Entertainment,1,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3486,,,,,,,,,
7367,8448,POWER OF THE WORD - Winter 2015 - Episode 2,POWER OF THE WORD - Winter 2015 - Episode 2 393,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3370,,,,,,,,,
7368,8449,POWER OF THE WORD - Winter 2015 - Episode 3,POWER OF THE WORD - Winter 2015 - Episode 3,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3426,,,,,,,,,
7369,8450,POWER OF THE WORD - Winter 2015 - Episode 4,POWER OF THE WORD - 395,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3443,,,,,,,,,
7370,8451,POWER OF THE WORD - Winter 2015 - Episode 5,POWER OF THE WORD - 396,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3506,,,,,,,,,
7371,8452,POWER OF THE WORD - Winter 2015 - Episode 6,POWER OF THE WORD -  397,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3427,,,,,,,,,
7372,8453,POWER OF THE WORD - Winter 2015 - Episode 7,POWER OF THE WORD - 398,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3432,,,,,,,,,
7373,8454,POWER OF THE WORD - Winter 2015 - Episode 8,POWER OF THE WORD - Winter 2015 - Episode 8 399,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3446,,,,,,,,,
7374,8455,POWER OF THE WORD - Winter 2015 - Episode 9,POWER OF THE WORD - Winter 2015 - Episode 9 400,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,2753,,,,,,,,,
7375,8456,POWER OF THE WORD - Winter 2015 - Episode 10,POWER OF THE WORD - 401,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3445,,,,,,,,,
7376,8457,POWER OF THE WORD - Winter 2015 - Episode 11,POWER OF THE WORD - 402,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3498,,,,,,,,,
7377,8458,POWER OF THE WORD - Winter 2015 - Episode 12,POWER OF THE WORD - Episode 403,Spiritual,7,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3477,,,,,,,,,
7378,8459,POWER OF THE WORD - Winter 2015 - Episode 13,POWER OF THE WORD - Winter 2015 - Episode 13,Arts & Entertainment,1,2014-11-28T00:00:00,Adrian Turcu,48,SharkBite Improv,524,3510,,,,,,,,,
7379,8460,POWER OF THE WORD - Winter 2015 - Episode 14,POWER OF THE WORD - Winter 2015 - Episode 14,Arts & Entertainment,1,2014-11-28T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3510,,,,,,,,,
7380,8461,Joseph Hozan Ministries - Winter 2015 - Episode 1,Joseph Hozan Ministries,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1771,,,,,,,,,
7381,8462,Joseph Hozan Ministries - Winter 2015 - Episode 2,Joseph Hozan Ministries - Winter 2015 - Episode 2 A,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1743,,,,,,,,,
7382,8463,Joseph Hozan Ministries - Winter 2015 - Episode 3,Joseph Hozan Ministries - Winter 2015 - Episode 3 B,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1741,,,,,,,,,
7383,8464,Joseph Hozan Ministries - Winter 2015 - Episode 4,Joseph Hozan Ministries,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1744,,,,,,,,,
7384,8465,Joseph Hozan Ministries - Winter 2015 - Episode 5,Joseph Hozan Ministries,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1744,,,,,,,,,
7385,8466,Joseph Hozan Ministries - Winter 2015 - Episode 6,Joseph Hozan Ministries,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1769,,,,,,,,,
7386,8467,Joseph Hozan Ministries - Winter 2015 - Episode 7,Joseph Hozan Ministries,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1712,,,,,,,,,
7387,8468,Joseph Hozan Ministries - Winter 2015 - Episode 8,Joseph Hozan Ministries,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1770,,,,,,,,,
7388,8469,Joseph Hozan Ministries - Winter 2015 - Episode 9,Joseph Hozan Ministries,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1744,,,,,,,,,
7389,8470,Joseph Hozan Ministries - Winter 2015 - Episode 10,Joseph Hozan Ministries  Cristi Popescu,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1772,,,,,,,,,
7390,8471,Joseph Hozan Ministries - Winter 2015 - Episode 11, Joseph Hozan Ministries  David Fiscu  Cornel Danciu,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1772,,,,,,,,,
7391,8472,Joseph Hozan Ministries - Winter 2015 - Episode 12,Joseph Hozan Ministries - Ioan Radu,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1773,,,,,,,,,
7392,8473,Joseph Hozan Ministries - Winter 2015 - Episode 13,Joseph Hozan Ministries - Ionel Robu,Spiritual,7,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1772,,,,,,,,,
7393,8474,Joseph Hozan Ministries - Winter 2015 - Episode 14,Joseph Hozan Ministries - Winter 2015 - Episode 14,Arts & Entertainment,1,2014-11-28T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1710,,,,,,,,,
7394,8475,The Body*Smith Workout - Winter 2015 - Episode 1,The Body*Smith Workout,Arts & Entertainment,1,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1686,,,,,,,,,
7395,8476,The Body*Smith Workout - Winter 2015 - Episode 2,The Body*Smith Workout,Arts & Entertainment,1,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1696,,,,,,,,,
7396,8477,The Body*Smith Workout - Winter 2015 - Episode 3,The Body*Smith Workout,Arts & Entertainment,1,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1706,,,,,,,,,
7397,8478,The Body*Smith Workout - Winter 2015 - Episode 4,The Body*Smith Workout,Arts & Entertainment,1,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1624,,,,,,,,,
7398,8479,The Body*Smith Workout - Winter 2015 - Episode 5,The Body*Smith Workout,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1683,,,,,,,,,
7399,8480,The Body*Smith Workout - Winter 2015 - Episode 6,The Body*Smith Workout,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1678,,,,,,,,,
7400,8481,The Body*Smith Workout - Winter 2015 - Episode 7,The Body*Smith Workout,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1696,,,,,,,,,
7401,8482,The Body*Smith Workout - Winter 2015 - Episode 8,The Body*Smith Workout,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1668,,,,,,,,,
7402,8483,The Body*Smith Workout - Winter 2015 - Episode 9,The Body*Smith Workout,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1696,,,,,,,,,
7403,8484,The Body*Smith Workout - Winter 2015 - Episode 10,The Body*Smith Workout,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1683,,,,,,,,,
7404,8485,The Body*Smith Workout - Winter 2015 - Episode 11,The Body*Smith Workout,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1659,,,,,,,,,
7405,8486,The Body*Smith Workout - Winter 2015 - Episode 12,The Body*Smith Workout,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1665,,,,,,,,,
7406,8487,The Body*Smith Workout - Winter 2015 - Episode 13,The Body*Smith Workout - Winter 2015 - Episode 13,Health,5,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1671,,,,,,,,,
7407,8488,The Body*Smith Workout - Winter 2015 - Episode 14,The Body*Smith Workout - Winter 2015 - Episode 14,Arts & Entertainment,1,2014-11-28T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1710,,,,,,,,,
7408,8489,The Moorish Voice - Series - Winter 2015 - Episode 1 1/4,The Moorish Voice - 1/4 Last Supper,Spiritual,7,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3487,,,,,,,,,
7409,8490,The Moorish Voice - Series - Winter 2015 - Episode 2 1/11,The Moorish Voice - 1/11 Drew Alis Gifts,Spiritual,7,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3498,,,,,,,,,
7410,8491,The Moorish Voice - Series - Winter 2015 - Episode 3 1/18,The Moorish Voice - 1/18 Walking Like John,Spiritual,7,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3485,,,,,,,,,
7411,8492,The Moorish Voice - Series - Winter 2015 - Episode 4 1/25,The Moorish Voice - 1/25 Two Page Book,Spiritual,7,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3510,,,,,,,,,
7412,8493,The Moorish Voice - Series - Winter 2015 - Episode 5 2/1,The Moorish Voice - 2/1,Arts & Entertainment,1,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3510,,,,,,,,,
7413,8494,The Moorish Voice - Series - Winter 2015 - Episode 6 2/8,The Moorish Voice - 2/8 Jacob's Ladder,Education,4,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3510,,,,,,,,,
7414,8495,The Moorish Voice - Series - Winter 2015 - Episode 7 2/15,The Moorish Voice - 2/15,Education,4,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3503,,,,,,,,,
7415,8496,The Moorish Voice - Series - Winter 2015 - Episode 8 2/22,The Moorish Voice - 2/22 Truth Don't Change,Education,4,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3506,,,,,,,,,
7416,8497,The Moorish Voice - Series - Winter 2015 - Episode 9 3/1,The Moorish Voice - 3/1 Social Duties,Community Info,3,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3504,,,,,,,,,
7417,8498,The Moorish Voice - Series - Winter 2015 - Episode 10 3/8,The Moorish Voice - 3/8,Community Info,3,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3455,,,,,,,,,
7418,8499,The Moorish Voice - Series - Winter 2015 - Episode 11 3/15,The Moorish Voice - 3/15 Higher Self and Lower Self,Education,4,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3510,,,,,,,,,
7419,8500,The Moorish Voice - Series - Winter 2015 - Episode 12 3/22,The Moorish Voice - 3/22,Spiritual,7,2014-11-28T00:00:00,James Lynch Bey,140,The Moorish Voice - Series,337,3490,,,,,,,,,
7420,8501,The Moorish Voice - Series - Winter 2015 - Episode 13,The Moorish Voice - 3/29,Education,4,2014-11-28T00:00:00,James Lynch Bey,140,SharkBite Improv,524,3510,,,,,,,,,
7421,8502,The Moorish Voice - Series - Winter 2015 - Episode 14,The Moorish Voice - Series - Winter 2015 - Episode 14,Arts & Entertainment,1,2014-11-28T00:00:00,James Lynch Bey,140,The Moorish Voice - Series,337,3510,,,,,,,,,
7422,8503,Ghetto Rise Media - Series - Winter 2015 - Episode 1 1/2,Ghetto Rise Media - 1/2,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,SharkBite Improv,524,3452,,,,,,,,,
7423,8504,Ghetto Rise Media - Series - Winter 2015 - Episode 2 1/9,Ghetto Rise Media - 1/9,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3510,,,,,,,,,
7424,8505,Ghetto Rise Media - Series - Winter 2015 - Episode 3 1/16,Ghetto Rise Media - 1/16,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3482,,,,,,,,,
7425,8506,Ghetto Rise Media - Series - Winter 2015 - Episode 4 1/23,Ghetto Rise Media - 1/23,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3508,,,,,,,,,
7426,8507,Ghetto Rise Media - Series - Winter 2015 - Episode 5 1/30,Ghetto Rise Media - 1/30,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3497,,,,,,,,,
7427,8508,Ghetto Rise Media - Series - Winter 2015 - Episode 6  2/6,Ghetto Rise Media - 2/6,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3504,,,,,,,,,
7428,8509,Ghetto Rise Media - Series - Winter 2015 - Episode 7 2/13,Ghetto Rise Media - 2/13,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3501,,,,,,,,,
7429,8510,Ghetto Rise Media - Series - Winter 2015 - Episode 8 2/20,Ghetto Rise Media - 2/20,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,SharkBite Improv,524,3453,,,,,,,,,
7430,8511,Ghetto Rise Media - Series - Winter 2015 - Episode 9 2/27,Ghetto Rise Media - 2/27,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3462,,,,,,,,,
7431,8512,Ghetto Rise Media - Series - Winter 2015 - Episode 10 3/6,Ghetto Rise Media - 3/6,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3467,,,,,,,,,
7432,8513,Ghetto Rise Media - Series - Winter 2015 - Episode 11 3/13,Ghetto Rise Media - 3/13,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3472,,,,,,,,,
7433,8514,Ghetto Rise Media - Series - Winter 2015 - Episode 12 3/20,Ghetto Rise Media - 3/20,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3504,,,,,,,,,
7434,8515,Ghetto Rise Media - Series - Winter 2015 - Episode 13 3/27,Ghetto Rise Media - 3/27,Education,4,2014-11-28T00:00:00,Elijah Jefferson,69,Ghetto Rise Media - Series,58,3491,,,,,,,,,
